gene	chromosome	start	end	strand	length
tetur07g03090	chromosome_1	31210271	31232665	+	22395
tetur07g03080	chromosome_1	31233833	31246218	+	12386
tetur07g03060	chromosome_1	31251841	31253982	+	2142
tetur07g03050	chromosome_1	31255097	31259337	+	4241
tetur07g03040	chromosome_1	31259366	31266160	+	6795
tetur07g08035	chromosome_1	31262117	31263114	-	998
tetur07g03030	chromosome_1	31266337	31267445	-	1109
tetur07g03020	chromosome_1	31268363	31274584	+	6222
tetur07g03010	chromosome_1	31275737	31278711	+	2975
tetur07g03000	chromosome_1	31279730	31282879	-	3150
tetur07g02990	chromosome_1	31283694	31284289	-	596
tetur07g02980	chromosome_1	31285246	31288199	+	2954
tetur07g02970	chromosome_1	31288783	31291376	-	2594
tetur07g02960	chromosome_1	31292577	31294216	+	1640
tetur07g02930	chromosome_1	31295368	31309024	+	13657
tetur07g02920	chromosome_1	31309418	31310533	-	1116
tetur07g02910	chromosome_1	31313817	31314888	+	1072
tetur07g91872	chromosome_1	31317872	31318471	-	600
tetur07g08319	chromosome_1	31318844	31319368	-	525
tetur07g02900	chromosome_1	31319381	31320088	-	708
tetur07g02890	chromosome_1	31321398	31322469	+	1072
tetur07g02880	chromosome_1	31335378	31342163	+	6786
tetur07g02870	chromosome_1	31342208	31348359	+	6152
tetur07g02860	chromosome_1	31348789	31350933	-	2145
tetur07g02840	chromosome_1	31350975	31352977	+	2003
tetur07g08179	chromosome_1	31353152	31353836	-	685
tetur07g02820	chromosome_1	31354515	31355794	-	1280
tetur07g02810	chromosome_1	31356314	31356692	-	379
tetur07g02800	chromosome_1	31356817	31358428	+	1612
tetur07g02790	chromosome_1	31358672	31360563	+	1892
tetur07g02780	chromosome_1	31360632	31361423	-	792
tetur07g02770	chromosome_1	31361743	31362818	+	1076
tetur07g02750	chromosome_1	31362932	31365419	-	2488
tetur07g02740	chromosome_1	31370932	31375520	+	4589
tetur07g02730	chromosome_1	31376570	31377346	-	777
tetur07g02720	chromosome_1	31377720	31378360	-	641
tetur07g02710	chromosome_1	31381822	31385485	+	3664
tetur07g02690	chromosome_1	31385861	31389207	-	3347
tetur07g02680	chromosome_1	31389743	31392592	+	2850
tetur07g02670	chromosome_1	31393291	31393785	+	495
tetur07g02660	chromosome_1	31393957	31395761	-	1805
tetur07g02650	chromosome_1	31395990	31397748	-	1759
tetur07g02640	chromosome_1	31400091	31401091	-	1001
tetur07g02630	chromosome_1	31404789	31407021	+	2233
tetur07g02610	chromosome_1	31417552	31420049	-	2498
tetur07g02600	chromosome_1	31421419	31423136	-	1718
tetur07g02580	chromosome_1	31424706	31427919	-	3214
tetur07g02570	chromosome_1	31428293	31429183	+	891
tetur07g02560	chromosome_1	31429218	31430198	-	981
tetur07g02550	chromosome_1	31430755	31497528	-	66774
tetur07g02540	chromosome_1	31498784	31499885	+	1102
tetur07g02530	chromosome_1	31501880	31502838	+	959
tetur07g02520	chromosome_1	31503069	31523993	-	20925
tetur07g08034	chromosome_1	31515865	31517134	+	1270
tetur07g02510	chromosome_1	31525141	31525318	-	178
tetur07g02500	chromosome_1	31525313	31527739	+	2427
tetur07g02490	chromosome_1	31528780	31529589	-	810
tetur07g02470	chromosome_1	31532606	31534417	-	1812
tetur07g02480	chromosome_1	31533993	31535566	+	1574
tetur07g02460	chromosome_1	31533993	31535566	+	1574
tetur07g02450	chromosome_1	31535245	31536027	-	783
tetur07g02440	chromosome_1	31536659	31537793	+	1135
tetur07g02430	chromosome_1	31538150	31540036	-	1887
tetur07g02420	chromosome_1	31540848	31542825	-	1978
tetur07g02410	chromosome_1	31546467	31550046	-	3580
tetur07g02400	chromosome_1	31550800	31551841	-	1042
tetur07g02390	chromosome_1	31552106	31554404	-	2299
tetur07g02380	chromosome_1	31554598	31555005	+	408
tetur07g02370	chromosome_1	31555364	31556969	-	1606
tetur07g02360	chromosome_1	31557781	31560695	-	2915
tetur07g91875	chromosome_1	31565094	31565495	-	402
tetur07g02340	chromosome_1	31566700	31568855	-	2156
tetur07g02310	chromosome_1	31581745	31583899	-	2155
tetur07g02290	chromosome_1	31587190	31589545	-	2356
tetur07g08169	chromosome_1	31589917	31592102	-	2186
tetur07g02270	chromosome_1	31592994	31595091	-	2098
tetur07g02250	chromosome_1	31599079	31601473	-	2395
tetur07g91877	chromosome_1	31601865	31602168	-	304
tetur07g02240	chromosome_1	31602253	31604241	-	1989
tetur07g91878	chromosome_1	31604565	31604729	-	165
tetur07g91879	chromosome_1	31604896	31605237	+	342
tetur07g02230	chromosome_1	31605643	31607928	-	2286
tetur07g02220	chromosome_1	31609101	31611331	-	2231
tetur07g02210	chromosome_1	31612799	31614970	-	2172
tetur07g02200	chromosome_1	31615852	31616028	+	177
tetur07g91880	chromosome_1	31616219	31616526	-	308
tetur07g02190	chromosome_1	31619534	31621806	-	2273
tetur07g02180	chromosome_1	31622664	31625081	-	2418
tetur07g91881	chromosome_1	31625302	31625578	+	277
tetur07g02160	chromosome_1	31625744	31626265	-	522
tetur07g91883	chromosome_1	31644591	31644749	-	159
tetur07g91884	chromosome_1	31651642	31651940	+	299
tetur07g02170	chromosome_1	31677755	31678943	+	1189
tetur07g91885	chromosome_1	31684422	31684571	-	150
tetur07g02130	chromosome_1	31688035	31689601	+	1567
tetur07g02120	chromosome_1	31694451	31694661	-	211
tetur07g02110	chromosome_1	31695096	31697105	+	2010
tetur07g02100	chromosome_1	31697594	31700242	+	2649
tetur07g02080	chromosome_1	31700819	31703901	-	3083
tetur07g02070	chromosome_1	31705725	31706450	+	726
tetur07g91887	chromosome_1	31708015	31709034	-	1020
tetur07g02050	chromosome_1	31710465	31715338	-	4874
tetur07g02040	chromosome_1	31717710	31718663	+	954
tetur07g02030	chromosome_1	31719040	31723195	-	4156
tetur07g02020	chromosome_1	31724843	31728916	-	4074
tetur07g02010	chromosome_1	31729768	31739123	-	9356
tetur07g91889	chromosome_1	31739460	31740015	+	556
tetur07g02000	chromosome_1	31744674	31746359	-	1686
tetur07g01990	chromosome_1	31747152	31749141	-	1990
tetur07g01980	chromosome_1	31749282	31751949	+	2668
tetur07g08047	chromosome_1	31749495	31751568	+	2074
tetur07g01970	chromosome_1	31751860	31753390	-	1531
tetur07g01960	chromosome_1	31753553	31760505	-	6953
tetur07g01950	chromosome_1	31769404	31774600	-	5197
tetur07g01940	chromosome_1	31776048	31779753	+	3706
tetur07g08199	chromosome_1	31782006	31783641	+	1636
tetur07g01910	chromosome_1	31784105	31785166	-	1062
tetur07g01900	chromosome_1	31786697	31793987	+	7291
tetur07g01890	chromosome_1	31794509	31795015	-	507
tetur07g91890	chromosome_1	31795351	31795819	+	469
tetur07g01880	chromosome_1	31796932	31797859	+	928
tetur07g01870	chromosome_1	31798546	31800679	-	2134
tetur07g01860	chromosome_1	31801898	31804462	-	2565
tetur07g08189	chromosome_1	31804548	31806422	-	1875
tetur07g01850	chromosome_1	31809448	31811610	-	2163
tetur07g01840	chromosome_1	31815124	31819749	-	4626
tetur07g08046	chromosome_1	31817292	31817612	+	321
tetur07g01820	chromosome_1	31822321	31823849	+	1529
tetur07g01810	chromosome_1	31831734	31832300	-	567
tetur07g01800	chromosome_1	31833606	31839831	-	6226
tetur07g01790	chromosome_1	31836315	31837239	+	925
tetur07g01770	chromosome_1	31841782	31843254	+	1473
tetur07g01760	chromosome_1	31853921	31859533	-	5613
tetur07g01750	chromosome_1	31862507	31865018	-	2512
tetur07g01740	chromosome_1	31865254	31868250	-	2997
tetur07g01730	chromosome_1	31871355	31871536	-	182
tetur07g01720	chromosome_1	31871660	31876546	-	4887
tetur07g91892	chromosome_1	31879711	31879869	+	159
tetur07g01710	chromosome_1	31882113	31883578	-	1466
tetur07g01700	chromosome_1	31883669	31884915	-	1247
tetur07g01690	chromosome_1	31885117	31885909	-	793
tetur07g01680	chromosome_1	31887549	31890538	+	2990
tetur07g01670	chromosome_1	31891257	31891494	-	238
tetur07g01660	chromosome_1	31897103	31901407	-	4305
tetur07g01650	chromosome_1	31907023	31908198	+	1176
tetur07g01640	chromosome_1	31908424	31917918	-	9495
tetur07g01630	chromosome_1	31918404	31920782	+	2379
tetur07g01620	chromosome_1	31921382	31923221	-	1840
tetur07g01610	chromosome_1	31923329	31925197	+	1869
tetur07g01600	chromosome_1	31925751	31926350	+	600
tetur07g01590	chromosome_1	31926346	31927197	-	852
tetur07g91893	chromosome_1	31927553	31928101	+	549
tetur07g01570	chromosome_1	31930936	31935365	+	4430
tetur07g01560	chromosome_1	31937086	31938026	-	941
tetur07g01550	chromosome_1	31938555	31939088	-	534
tetur07g01540	chromosome_1	31940438	31941819	-	1382
tetur07g01530	chromosome_1	31941968	31942738	-	771
tetur07g01520	chromosome_1	31942918	31943543	+	626
tetur07g01510	chromosome_1	31943739	31947147	-	3409
tetur07g01500	chromosome_1	31947469	31949032	+	1564
tetur07g01490	chromosome_1	31949799	31951714	+	1916
tetur07g01480	chromosome_1	31951678	31953112	-	1435
tetur07g91894	chromosome_1	31953857	31956370	-	2514
tetur07g01470	chromosome_1	31956537	31957160	+	624
tetur07g01460	chromosome_1	31957548	31959629	-	2082
tetur07g01450	chromosome_1	31963400	31965602	-	2203
tetur07g01440	chromosome_1	31965962	31967198	+	1237
tetur07g01420	chromosome_1	31968052	31969360	+	1309
tetur07g01410	chromosome_1	31970841	31972002	-	1162
tetur07g01400	chromosome_1	31972545	31977222	+	4678
tetur07g01390	chromosome_1	31977971	31978344	-	374
tetur07g01380	chromosome_1	31979805	31980634	+	830
tetur07g01370	chromosome_1	31980693	31984328	-	3636
tetur07g01360	chromosome_1	31984837	31985251	+	415
tetur07g01350	chromosome_1	31987094	31987928	+	835
tetur07g01340	chromosome_1	31989283	31999384	-	10102
tetur07g01330	chromosome_1	32001753	32002464	+	712
tetur07g01320	chromosome_1	32003716	32006229	-	2514
tetur07g01310	chromosome_1	32007084	32007369	-	286
tetur07g01300	chromosome_1	32008207	32010112	+	1906
tetur07g91895	chromosome_1	32016574	32016971	+	398
tetur07g01290	chromosome_1	32022199	32025315	+	3117
tetur07g91896	chromosome_1	32026408	32026840	-	433
tetur07g91897	chromosome_1	32029171	32029395	-	225
tetur07g01280	chromosome_1	32032649	32033297	+	649
tetur07g01270	chromosome_1	32033999	32038115	+	4117
tetur07g01260	chromosome_1	32038090	32038990	-	901
tetur07g01250	chromosome_1	32039159	32039789	+	631
tetur07g01240	chromosome_1	32039818	32041204	-	1387
tetur07g01230	chromosome_1	32042693	32042996	-	304
tetur07g91898	chromosome_1	32044436	32045767	+	1332
tetur07g01220	chromosome_1	32047689	32055913	+	8225
tetur07g01210	chromosome_1	32054345	32054476	-	132
tetur07g01200	chromosome_1	32057930	32060197	-	2268
tetur07g01190	chromosome_1	32062886	32064113	+	1228
tetur07g01180	chromosome_1	32064716	32064952	+	237
tetur07g01170	chromosome_1	32065177	32066103	+	927
tetur07g01160	chromosome_1	32067921	32069031	-	1111
tetur07g01150	chromosome_1	32073364	32074223	+	860
tetur07g01140	chromosome_1	32077318	32079139	+	1822
tetur07g01130	chromosome_1	32079902	32089345	+	9444
tetur07g01120	chromosome_1	32091808	32092865	-	1058
tetur07g01110	chromosome_1	32094765	32096258	+	1494
tetur07g01100	chromosome_1	32098194	32098790	+	597
tetur07g01090	chromosome_1	32099822	32102243	-	2422
tetur07g01070	chromosome_1	32103800	32106741	+	2942
tetur07g01060	chromosome_1	32107159	32108324	+	1166
tetur07g01050	chromosome_1	32108522	32110916	-	2395
tetur07g01040	chromosome_1	32113036	32113527	-	492
tetur07g01030	chromosome_1	32113974	32120346	+	6373
tetur07g01020	chromosome_1	32122219	32130347	+	8129
tetur07g01010	chromosome_1	32131233	32135264	+	4032
tetur07g01000	chromosome_1	32136091	32139034	+	2944
tetur07g00990	chromosome_1	32140201	32146734	+	6534
tetur07g00980	chromosome_1	32147597	32149078	+	1482
tetur07g00970	chromosome_1	32150076	32151777	+	1702
tetur07g00940	chromosome_1	32153642	32161655	+	8014
tetur07g91899	chromosome_1	32174890	32175287	+	398
tetur07g00920	chromosome_1	32175789	32177185	+	1397
tetur07g91900	chromosome_1	32177951	32178121	+	171
tetur07g00900	chromosome_1	32182294	32182973	+	680
tetur07g00880	chromosome_1	32185220	32188005	+	2786
tetur07g00870	chromosome_1	32189482	32195318	+	5837
tetur07g00860	chromosome_1	32195113	32195228	+	116
tetur07g00850	chromosome_1	32195294	32210299	-	15006
tetur07g00830	chromosome_1	32200037	32247934	+	47898
tetur07g08044	chromosome_1	32229393	32229702	-	310
tetur07g00820	chromosome_1	32248406	32251795	+	3390
tetur07g00810	chromosome_1	32252409	32254108	-	1700
tetur07g91901	chromosome_1	32255030	32255329	-	300
tetur07g08299	chromosome_1	32255893	32256725	-	833
tetur07g00800	chromosome_1	32256741	32259204	-	2464
tetur07g00790	chromosome_1	32259675	32260014	+	340
tetur07g00780	chromosome_1	32260279	32262957	-	2679
tetur07g00770	chromosome_1	32263283	32265915	+	2633
tetur07g00750	chromosome_1	32266278	32270136	-	3859
tetur07g00740	chromosome_1	32273721	32275656	+	1936
tetur07g00730	chromosome_1	32276279	32277813	-	1535
tetur07g00720	chromosome_1	32278318	32278716	+	399
tetur07g00710	chromosome_1	32278850	32280653	-	1804
tetur07g00700	chromosome_1	32281284	32283177	-	1894
tetur07g00690	chromosome_1	32284430	32286156	-	1727
tetur07g00680	chromosome_1	32287165	32289640	-	2476
tetur07g00670	chromosome_1	32289886	32291418	+	1533
tetur07g00660	chromosome_1	32293959	32294347	-	389
tetur07g00650	chromosome_1	32297477	32302991	+	5515
tetur07g00640	chromosome_1	32304620	32307747	-	3128
tetur07g00630	chromosome_1	32309234	32310428	-	1195
tetur07g00620	chromosome_1	32310775	32312773	-	1999
tetur07g91903	chromosome_1	32314562	32315339	-	778
tetur07g00610	chromosome_1	32317251	32318759	+	1509
tetur07g00600	chromosome_1	32320014	32358797	-	38784
tetur07g91905	chromosome_1	32375137	32375583	+	447
tetur07g00570	chromosome_1	32377422	32378331	-	910
tetur07g00560	chromosome_1	32379454	32380914	-	1461
tetur07g00550	chromosome_1	32381234	32385278	-	4045
tetur07g00540	chromosome_1	32385961	32388352	+	2392
tetur07g00530	chromosome_1	32388304	32389971	-	1668
tetur07g00520	chromosome_1	32391332	32396537	-	5206
tetur07g00510	chromosome_1	32396676	32397368	-	693
tetur07g00500	chromosome_1	32399849	32402135	+	2287
tetur07g00490	chromosome_1	32402871	32405719	+	2849
tetur07g00480	chromosome_1	32406123	32406335	-	213
tetur07g00470	chromosome_1	32406870	32408143	+	1274
tetur07g00460	chromosome_1	32408558	32410282	+	1725
tetur07g00450	chromosome_1	32410572	32411945	-	1374
tetur07g00440	chromosome_1	32415723	32417072	-	1350
tetur07g00430	chromosome_1	32420836	32422104	-	1269
tetur07g00420	chromosome_1	32422587	32433585	-	10999
tetur07g00410	chromosome_1	32435078	32436328	-	1251
tetur07g00400	chromosome_1	32437309	32449240	+	11932
tetur07g00390	chromosome_1	32453822	32455186	+	1365
tetur07g00380	chromosome_1	32472370	32488048	+	15679
tetur07g00370	chromosome_1	32489893	32490237	+	345
tetur07g00360	chromosome_1	32490953	32491312	-	360
tetur07g00350	chromosome_1	32497229	32500146	+	2918
tetur07g00340	chromosome_1	32500426	32501373	-	948
tetur07g00330	chromosome_1	32502014	32503609	-	1596
tetur07g00320	chromosome_1	32508775	32509655	+	881
tetur07g00310	chromosome_1	32510836	32512842	-	2007
tetur07g00300	chromosome_1	32513703	32516238	-	2536
tetur07g00290	chromosome_1	32516119	32516568	+	450
tetur07g00280	chromosome_1	32516590	32517804	-	1215
tetur07g00270	chromosome_1	32518023	32522753	+	4731
tetur07g00260	chromosome_1	32522858	32523527	+	670
tetur07g00250	chromosome_1	32523817	32524861	-	1045
tetur07g00240	chromosome_1	32527290	32528806	+	1517
tetur07g00230	chromosome_1	32530087	32530810	-	724
tetur07g00220	chromosome_1	32531982	32534925	-	2944
tetur07g00210	chromosome_1	32535678	32537499	-	1822
tetur07g00200	chromosome_1	32537777	32538704	+	928
tetur07g00190	chromosome_1	32539083	32540407	-	1325
tetur07g00170	chromosome_1	32540833	32544425	+	3593
tetur07g91907	chromosome_1	32554568	32554750	-	183
tetur07g91908	chromosome_1	32555601	32555786	-	186
tetur07g00160	chromosome_1	32555852	32558032	+	2181
tetur07g00150	chromosome_1	32563150	32564510	-	1361
tetur07g00140	chromosome_1	32566988	32572820	+	5833
tetur07g00130	chromosome_1	32574532	32578228	+	3697
tetur07g00120	chromosome_1	32578244	32580588	-	2345
tetur07g00100	chromosome_1	32581440	32585194	+	3755
tetur07g00090	chromosome_1	32586201	32587222	-	1022
tetur07g00080	chromosome_1	32588310	32599842	+	11533
tetur07g00060	chromosome_1	32600949	32605441	-	4493
tetur07g91909	chromosome_1	32606783	32606938	-	156
tetur07g00050	chromosome_1	32608359	32628026	+	19668
tetur07g00020	chromosome_1	32630243	32632014	+	1772
tetur07g00030	chromosome_1	32630534	32630766	-	233
tetur28g00010	chromosome_2	2081	2825	+	745
tetur28g92005	chromosome_2	3464	6264	-	2801
tetur28g00020	chromosome_2	6351	13611	-	7261
tetur28g00030	chromosome_2	14085	15951	+	1867
tetur28g00040	chromosome_2	20208	23307	-	3100
tetur28g00050	chromosome_2	23739	25258	+	1520
tetur28g00060	chromosome_2	24492	35351	-	10860
tetur28g00080	chromosome_2	36904	40220	-	3317
tetur28g00090	chromosome_2	41286	42170	+	885
tetur28g92006	chromosome_2	42220	43822	+	1603
tetur28g00100	chromosome_2	44099	56828	-	12730
tetur28g02619	chromosome_2	53487	54029	+	543
tetur28g00110	chromosome_2	57687	58415	-	729
tetur28g00120	chromosome_2	58619	60123	+	1505
tetur28g00130	chromosome_2	60606	61385	+	780
tetur28g00140	chromosome_2	61547	61813	-	267
tetur28g00150	chromosome_2	62270	64093	-	1824
tetur28g00160	chromosome_2	64344	65670	+	1327
tetur28g00170	chromosome_2	66976	75468	+	8493
tetur28g00200	chromosome_2	69440	85755	+	16316
tetur28g00180	chromosome_2	70165	71810	+	1646
tetur28g00190	chromosome_2	75410	83137	-	7728
tetur28g00210	chromosome_2	89753	99138	+	9386
tetur28g02621	chromosome_2	93119	93395	+	277
tetur28g00230	chromosome_2	97913	107197	+	9285
tetur28g00220	chromosome_2	100271	101157	-	887
tetur28g00240	chromosome_2	108371	111171	-	2801
tetur28g00250	chromosome_2	116280	117238	+	959
tetur28g00260	chromosome_2	118146	119116	-	971
tetur28g00270	chromosome_2	119136	121509	+	2374
tetur28g00280	chromosome_2	122207	124001	+	1795
tetur28g00290	chromosome_2	123726	125601	-	1876
tetur28g00300	chromosome_2	126616	129997	+	3382
tetur28g00310	chromosome_2	130584	133105	-	2522
tetur28g00320	chromosome_2	134536	139254	+	4719
tetur28g00330	chromosome_2	140158	143905	-	3748
tetur28g00340	chromosome_2	145106	147864	+	2759
tetur28g00350	chromosome_2	148386	149495	-	1110
tetur28g00360	chromosome_2	149699	152689	-	2991
tetur28g00370	chromosome_2	155440	157135	-	1696
tetur28g00380	chromosome_2	157814	158074	-	261
tetur28g00390	chromosome_2	158659	160521	+	1863
tetur28g00400	chromosome_2	161020	162163	-	1144
tetur28g00410	chromosome_2	163277	164353	-	1077
tetur28g00420	chromosome_2	164683	166926	-	2244
tetur28g00430	chromosome_2	167628	169422	-	1795
tetur28g00440	chromosome_2	169763	171727	+	1965
tetur28g00450	chromosome_2	172192	174820	-	2629
tetur28g00460	chromosome_2	179191	180212	-	1022
tetur28g00470	chromosome_2	180492	182615	-	2124
tetur28g00480	chromosome_2	183854	187256	-	3403
tetur28g00490	chromosome_2	188133	190874	+	2742
tetur28g00500	chromosome_2	196259	196931	-	673
tetur28g00520	chromosome_2	199158	200892	+	1735
tetur28g00530	chromosome_2	201343	201893	+	551
tetur28g00540	chromosome_2	202672	205665	-	2994
tetur28g00560	chromosome_2	205941	206492	+	552
tetur28g00570	chromosome_2	206524	207971	-	1448
tetur28g92008	chromosome_2	209783	213755	-	3973
tetur28g00580	chromosome_2	209841	214007	+	4167
tetur28g00590	chromosome_2	214071	216200	+	2130
tetur28g00610	chromosome_2	216218	217520	-	1303
tetur28g00620	chromosome_2	217848	219003	+	1156
